text,weather_intent,action,aggregation,location,time
Groand temperature next week,SOIL_TEMPERATURE,GET,RAW,[],"[""next week""]"
Warn me about humidity percentage at 9:30 PM,HUMIDITY,ALERT,RAW,[],"[""9:30 PM""]"
"Tihnking of visiting Thirumalayapalem tomorow, how is the temp there?",TEMPERATURE,GET,RAW,"[""Thirumalayapalem""]","[""tomorow""]"
"Whts humidity lvel in Alinjikuppam, Pernambut day after tomorrow??",HUMIDITY,GET,RAW,"[""Alinjikuppam, Pernambut""]","[""day after tomorrow""]"
Reminder for showers Dalelpura Nainwa,RAIN,ALERT,RAW,"[""Dalelpura Nainwa""]",[]
Set an alert for field moisture in Angara Khurd during sowing week,SOIL_MOISTURE,ALERT,RAW,"[""Angara Khurd""]","[""sowing week""]"
set an alert for peak temeprature here..,TEMPERATURE_MAX,ALERT,RAW,"[""here""]",[]
"bro plz alert cloud cover percentage khonhanpur, azamgarh tomorow",CLOUD_COVER,ALERT,RAW,"[""khonhanpur, azamgarh""]","[""tomorow""]"
What is the datyime high in Awhane Bk.?,TEMPERATURE_MAX,GET,RAW,"[""Awhane Bk.""]",[]
wich has more what's the weather like bastar or bisrampur early morning,CURRENT_CONDITIONS,COMPARE,RAW,"[""bastar"", ""bisrampur""]","[""early morning""]"
"How does the precipitaion in Lunhera, Madhya Pradesh comaare with Karsangadh, Surendranagar around 11 PM?",RAIN,COMPARE,RAW,"[""Lunhera, Madhya Pradesh"", ""Karsangadh, Surendranagar""]","[""11 PM""]"
chuck solar exposure guuhalipada,SUNSHINE,GET,RAW,"[""guuhalipada""]",[]
Can you check whether Kubai Kata Gaon will be btetr than Adusumalle for dew temperature day after tomorow,DEW_POINT,COMPARE,RAW,"[""Kubai Kata Gaon"", ""Adusumalle""]","[""day after tomorow""]"
Give the sunsihne hours for Khablu F V next week,SUNSHINE,GET,RAW,"[""Khablu F V""]","[""next week""]"
Can you keep an eye on the cloud percentage in Damodarpur next month,CLOUD_COVER,ALERT,RAW,"[""Damodarpur""]","[""next month""]"
let me know if the moisure in the soil changes in kanisail pt ii for the next 7 days,SOIL_MOISTURE,ALERT,RAW,"[""kanisail pt ii""]","[""next 7 days""]"
Need which way the wind blows for Bhawanppur from 1:30 AM to 4 pm,WIND_DIRECTION,GET,RAW,"[""Bhawanppur""]","[""1:30 AM to 4 pm""]"
Hurs of sun here this evening pls,SUNSHINE,GET,RAW,"[""here""]","[""this evening""]"
"can you check whether ganga param, bihar will be caoler than alinjikuppam for max temp?",TEMPERATURE_MAX,COMPARE,RAW,"[""ganga param, bihar"", ""alinjikuppam""]",[]
when is the night low lowest in pakaria kalan during the sowing week?,TEMPERATURE_MIN,GET,MIN,"[""pakaria kalan""]","[""sowing week""]"
Anandpur Jalalabad Shahjahanpur Uttarpradesh this week hawa ki diha?,WIND_DIRECTION,GET,RAW,"[""Anandpur Jalalabad Shahjahanpur Uttarpradesh""]","[""this week""]"
"set an alart for cloud density in delhi, india by 4:30 am",CLOUD_COVER,ALERT,RAW,"[""delhi, india""]","[""4:30 am""]"
Overall ground heat in Chikabari at 4 AM,SOIL_TEMPERATURE,GET,SUM,"[""Chikabari""]","[""4 AM""]"
could you let me know the dew level in dumurdiha east singhbhum right now?,DEW_POINT,GET,RAW,"[""dumurdiha east singhbhum""]","[""right now""]"
Contraast the soil temp in my plot with Gurrampalli tomorrow morning,SOIL_TEMPERATURE,COMPARE,RAW,"[""my plot"", ""Gurrampalli""]","[""tomorrow morning""]"
"Between Nauli, Basti and Kilsevur R.f., which one looks bettre for cold 2day",TEMPERATURE,COMPARE,RAW,"[""Nauli, Basti"", ""Kilsevur R.f.""]","[""2day""]"
Ping me about the minimum in Adampur in the next 4 hours,TEMPERATURE_MIN,ALERT,RAW,"[""Adampur""]","[""next 4 hours""]"
Whats the peak temperature like over Soomar around 12:30 PM,TEMPERATURE_MAX,GET,RAW,"[""Soomar""]","[""12:30 PM""]"
Turamamidi and Tilgul wind rate from 1:30 AM to 4 pm,WIND_SPEED,COMPARE,RAW,"[""Turamamidi"", ""Tilgul""]","[""1:30 AM to 4 pm""]"
"Is Rasunchak, Paschim Medinipur, West Bengal or Dalelpura Naniwa the safre bet for soil moisture at 10cm early morning?",SOIL_MOISTURE,COMPARE,RAW,"[""Rasunchak, Paschim Medinipur, West Bengal"", ""Dalelpura Naniwa""]","[""early morning""]"
Notify me aboit the cloud cover nearby by 10:30 pm,CLOUD_COVER,ALERT,RAW,"[""nearby""]","[""10:30 pm""]"
compare the dew point temp between pahrauli and bhamni kalan shahdol this afternoon,DEW_POINT,COMPARE,RAW,"[""pahrauli"", ""bhamni kalan shahdol""]","[""this afternoon""]"
"avg dewpoint nayanagar, begamganj",DEW_POINT,GET,AVG,"[""nayanagar, begamganj""]",[]
Dewopint temperature alert Begti Kalan tomorow,DEW_POINT,ALERT,RAW,"[""Begti Kalan""]","[""tomorow""]"
Message me the dew temperature in Sivarampuram this morning,DEW_POINT,ALERT,RAW,"[""Sivarampuram""]","[""this morning""]"
Is there any sky condition warning around here by 10 am?,CLOUD_COVER,ALERT,RAW,"[""here""]","[""10 am""]"
i have an ouutdoor plan in sirsi last week - what is the cloud amount?,CLOUD_COVER,GET,RAW,"[""sirsi""]","[""last week""]"
Watch the lowest temp for me in Gerai Ki Guwari Rajasthan on Monday,TEMPERATURE_MIN,ALERT,RAW,"[""Gerai Ki Guwari Rajasthan""]","[""Monday""]"
"hey, can you check the temprature kurod tomorow?",TEMPERATURE,GET,RAW,"[""kurod""]","[""tomorow""]"
Put the rh around here against Chinnaramannagaripalle this weekend,HUMIDITY,COMPARE,RAW,"[""here"", ""Chinnaramannagaripalle""]","[""this weekend""]"
"Want alert minimum temperature in Dwarikapur, Cuttack, Odisha this afternoon",TEMPERATURE_MIN,ALERT,RAW,"[""Dwarikapur, Cuttack, Odisha""]","[""this afternoon""]"
Warn me about the upcoming weather in my feild right now,FORECAST,ALERT,RAW,"[""my feild""]","[""right now""]"
"I am planning a trip to Jogidhipa, Sundargarh, Odisha from 10 AM to 11 am, what kind of temperature now should i expect?",TEMPERATURE,GET,RAW,"[""Jogidhipa, Sundargarh, Odisha""]","[""10 AM to 11 am""]"
How is the weathre situaiton this afternoon,CURRENT_CONDITIONS,GET,RAW,[],"[""this afternoon""]"
Sirsi v/s Mohamad Urf Jhinwarheri Haridwar Uttarakhand soil moiisture tmrw,SOIL_MOISTURE,COMPARE,RAW,"[""Sirsi"", ""Mohamad Urf Jhinwarheri Haridwar Uttarakhand""]","[""tmrw""]"
koara wind force 4:45 am vs 9 pm,WIND_SPEED,COMPARE,RAW,"[""koara""]","[""4:45 am"", ""9 pm""]"
"Let me know if there is a high temp alert in Tarya Lachhiram, Kushinagar, Uttarpradesh today",TEMPERATURE_MAX,ALERT,RAW,"[""Tarya Lachhiram, Kushinagar, Uttarpradesh""]","[""today""]"
asap Is the nihgt temperature in Tokrapara Gaon Pt.ii different 3:30 pm and 8:45 AM?,TEMPERATURE_MIN,COMPARE,RAW,"[""Tokrapara Gaon Pt.ii""]","[""3:30 pm"", ""8:45 AM""]"
Compare solar expousre between Bandliguda and Ladi Angan Baramula nxt week,SUNSHINE,COMPARE,RAW,"[""Bandliguda"", ""Ladi Angan Baramula""]","[""nxt week""]"
"Wind force Sanrgur vs Colorado, United States for the next 7 days",WIND_SPEED,COMPARE,RAW,"[""Sanrgur"", ""Colorado, United States""]","[""next 7 days""]"
plz How much soil moisuer in Bhamni Kalan Shahdol,SOIL_MOISTURE,GET,RAW,"[""Bhamni Kalan Shahdol""]",[]
What's the wind bearing arund 9 pm?,WIND_DIRECTION,GET,RAW,[],"[""9 pm""]"
When is the badal highest in Chaura Madhya Pardesh next weekend?,CLOUD_COVER,GET,MAX,"[""Chaura Madhya Pardesh""]","[""next weekend""]"
Set an alert for temperature of soil in Delhi,SOIL_TEMPERATURE,ALERT,RAW,"[""Delhi""]",[]
Message me the hawa ki raftar in Morocco from 5:16 AM to 9 pm,WIND_SPEED,ALERT,RAW,"[""Morocco""]","[""5:16 AM to 9 pm""]"
"I might be driving through Ambeneri day after tomorrow, any chance of hottest temperature?",TEMPERATURE_MAX,GET,RAW,"[""Ambeneri""]","[""day after tomorrow""]"
is the hawa ki raftar in duliakhal karaib higher next 8 hours or 82 minutes?,WIND_SPEED,COMPARE,RAW,"[""duliakhal karaib""]","[""next 8 hours"", ""82 minutes""]"
Tell me the soil moisture at 40 m for Perur by 10 am,SOIL_MOISTURE,GET,RAW,"[""Perur""]","[""10 am""]"
chawa versus lalpura wind speed forecast by midnight,WIND_SPEED,COMPARE,RAW,"[""chawa"", ""lalpura""]","[""midnight""]"
notify me about the lowest temp around my area day after tomorrow,TEMPERATURE_MIN,ALERT,RAW,"[""my area""]","[""day after tomorrow""]"
"2nite, what is the wind comes from in Khanuwai?",WIND_DIRECTION,GET,RAW,"[""Khanuwai""]","[""2nite""]"
warn me about the dewpoint temperature in shohrok next week,DEW_POINT,ALERT,RAW,"[""shohrok""]","[""next week""]"
"kindly Compre how cold in Ghiwari, Maharashtra vs Gahlian, Hamirpur tmrw",TEMPERATURE,COMPARE,RAW,"[""Ghiwari, Maharashtra"", ""Gahlian, Hamirpur""]","[""tmrw""]"
"How does the cloud coverage in my plot compare with Jummahal Pt Ii, Asam tomorrow night",CLOUD_COVER,COMPARE,RAW,"[""my plot"", ""Jummahal Pt Ii, Asam""]","[""tomorrow night""]"
plz Kulgarhi verses Hakimganj ground heat this week,SOIL_TEMPERATURE,COMPARE,RAW,"[""Kulgarhi"", ""Hakimganj""]","[""this week""]"
plz Peak wind in Pura Ruchai Prayagraj Uttarpradesh this week,WIND_SPEED,GET,MAX,"[""Pura Ruchai Prayagraj Uttarpradesh""]","[""this week""]"
Warn me about the maximum temperature in Khabaiu F V early morning,TEMPERATURE_MAX,ALERT,RAW,"[""Khabaiu F V""]","[""early morning""]"
"Can you check whether Gothani, Bikramganj, Rohtas will be cooler than Kotpad for high temp tomorow?",TEMPERATURE_MAX,COMPARE,RAW,"[""Gothani, Bikramganj, Rohtas"", ""Kotpad""]","[""tomorow""]"
at 1:09 am where wind is coming from fogures in this area,WIND_DIRECTION,GET,RAW,"[""this area""]","[""1:09 am""]"
Is Cambodia or Mizoram the safre bet for sun duratin this evening?,SUNSHINE,COMPARE,RAW,"[""Cambodia"", ""Mizoram""]","[""this evening""]"
"peak dhop in sitalpur kakrahta, hajipur",SUNSHINE,GET,MAX,"[""sitalpur kakrahta, hajipur""]",[]
i want to know if the feels like temperature in shala teng ghat is fine 2day,TEMPERATURE,GET,RAW,"[""shala teng ghat""]","[""2day""]"
"Thinking of visiting Gowdanahulli on Wednesday, how is the wind intnesity there plz",WIND_SPEED,GET,RAW,"[""Gowdanahulli""]","[""Wednesday""]"
"send alert wind bearring in shiris bani, paschim medinipur sadar, paschim medinipur in the next 6 hours",WIND_DIRECTION,ALERT,RAW,"[""shiris bani, paschim medinipur sadar, paschim medinipur""]","[""next 6 hours""]"
any warnings about sunshine hours in saikheda on sunday?,SUNSHINE,ALERT,RAW,"[""saikheda""]","[""sunday""]"
Put a remnider for maussam in Ghichna Theog day after tomorow,CURRENT_CONDITIONS,ALERT,RAW,"[""Ghichna Theog""]","[""day after tomorow""]"
"check overcast level tikamgarh, madhya pradesh on monday?!",CLOUD_COVER,GET,RAW,"[""tikamgarh, madhya pradesh""]","[""monday""]"
Gerai Ki Guwari vesus Babhanaul heat level next week?,TEMPERATURE,COMPARE,RAW,"[""Gerai Ki Guwari"", ""Babhanaul""]","[""next week""]"
Set an alert for moisture in field Sadra,SOIL_MOISTURE,ALERT,RAW,"[""Sadra""]",[]
What is the rain chance in my vilage this weekend?,RAIN,GET,RAW,"[""my vilage""]","[""this weekend""]"
Is Narsinghpura goinng to be chilly on Saturday,TEMPERATURE,GET,RAW,"[""Narsinghpura""]","[""Saturday""]"
"On Friday, what is the precipiattion in Gahlian, Hamirpur",RAIN,GET,RAW,"[""Gahlian, Hamirpur""]","[""Friday""]"
Send me an alert if the wind speed is unusual in Chakrehhee on Saturday,WIND_SPEED,ALERT,RAW,"[""Chakrehhee""]","[""Saturday""]"
Ping me about the relative humidity 2day,HUMIDITY,ALERT,RAW,[],"[""2day""]"
"Tell diffrence night low Achharaund Karsangadh, Surendranagar tomorrow",TEMPERATURE_MIN,COMPARE,RAW,"[""Achharaund"", ""Karsangadh, Surendranagar""]","[""tomorrow""]"
Watch the dew lveel for me in Yaval Maharashtra,DEW_POINT,ALERT,RAW,"[""Yaval Maharashtra""]",[]
I have an outdoor plan in Navapar rn - what is the ground temp?,SOIL_TEMPERATURE,GET,RAW,"[""Navapar""]","[""rn""]"
Need how cold for River tomorrow night,TEMPERATURE,GET,RAW,"[""River""]","[""tomorrow night""]"
"any idea about the weather conditions in auranga bad, shahjahanpur on wednesday?",CURRENT_CONDITIONS,GET,RAW,"[""auranga bad, shahjahanpur""]","[""wednesday""]"
is there any how cloudy warning in my feild?,CLOUD_COVER,ALERT,RAW,"[""my feild""]",[]
can you check whteher cuttack odisha will be better than dadari for min temperature on saturday?,TEMPERATURE_MIN,COMPARE,RAW,"[""cuttack odisha"", ""dadari""]","[""saturday""]"
When the wind bearing lowest in Konijerla Khammam on Sunday?,WIND_DIRECTION,GET,MIN,"[""Konijerla Khammam""]","[""Sunday""]"
Let me know if the air temperature changes in Shaaa Chak this week,TEMPERATURE,ALERT,RAW,"[""Shaaa Chak""]","[""this week""]"
asap Show me the daytime high for Begti Kalan and Kuttaadi,TEMPERATURE_MAX,COMPARE,RAW,"[""Begti Kalan"", ""Kuttaadi""]",[]
"worst rainy in purnia, bihar at 1:30 am",RAIN,GET,MAX,"[""purnia, bihar""]","[""1:30 am""]"
"Compaee the daytime high in Gumdi, Nandor and Jhuratarai, Dhamtari, Chhatisgarh at 6 pm",TEMPERATURE_MAX,COMPARE,RAW,"[""Gumdi"", ""Nandor"", ""Jhuratarai, Dhamtari, Chhatisgarh""]","[""6 pm""]"
"Maximum temprature in Betul, Madhya Pradesh, Jogidhipa and Danout 2nite",TEMPERATURE_MAX,COMPARE,RAW,"[""Betul, Madhya Pradesh"", ""Jogidhipa"", ""Danout""]","[""2nite""]"
Is there any clouds warning by 3:45 AM,CLOUD_COVER,ALERT,RAW,[],"[""3:45 AM""]"
", what is the raining",RAIN,GET,RAW,[],[]
cheek cold dalelpura 2day,TEMPERATURE,GET,RAW,"[""dalelpura""]","[""2day""]"
"Today, compare the hourrs sunlight in Khilmapur, Jalgaon and Nalajhar",SUNSHINE,COMPARE,RAW,"[""Khilmapur, Jalgaon"", ""Nalajhar""]","[""Today""]"
alrt me if wind bolws from chanegs mundakata,WIND_DIRECTION,ALERT,RAW,"[""mundakata""]",[]
Comparre sunshine Bisrampur Pashchimi Champaran vs Chakarajuvemula tomorrow morning,SUNSHINE,COMPARE,RAW,"[""Bisrampur Pashchimi Champaran"", ""Chakarajuvemula""]","[""tomorrow morning""]"
Warrn me aboout cloudy Shhrok tmrw,CLOUD_COVER,ALERT,RAW,"[""Shhrok""]","[""tmrw""]"
Moisture in fiedl day after tomorow,SOIL_MOISTURE,GET,RAW,[],"[""day after tomorow""]"
Want aleert high temp in Sitapur this weekend,TEMPERATURE_MAX,ALERT,RAW,"[""Sitapur""]","[""this weekend""]"
how does the cloud coer at my location comprae with dalelpura?,CLOUD_COVER,COMPARE,RAW,"[""my location"", ""dalelpura""]",[]
", what is the feels like temperature?",TEMPERATURE,GET,RAW,[],[]
check the weaher ahead for both mamidipalle and bari next month,FORECAST,COMPARE,RAW,"[""mamidipalle"", ""bari""]","[""next month""]"
"Tell diffrence what's the weather like Navsari, Gujarat Khaabalu F V",CURRENT_CONDITIONS,COMPARE,RAW,"[""Navsari, Gujarat"", ""Khaabalu F V""]",[]
"Earth temperature Singha, Sabar Kanntha vs Bhijapara nxt week",SOIL_TEMPERATURE,COMPARE,RAW,"[""Singha, Sabar Kanntha"", ""Bhijapara""]","[""nxt week""]"
Add up the soil tempretue in Kuttadi at 9:15 am pls,SOIL_TEMPERATURE,GET,SUM,"[""Kuttadi""]","[""9:15 am""]"
warn me about the night temperature at my location tomorow,TEMPERATURE_MIN,ALERT,RAW,"[""my location""]","[""tomorow""]"
Set an alert for current conditaons in my village at 10:14 PM,CURRENT_CONDITIONS,ALERT,RAW,"[""my village""]","[""10:14 PM""]"
Contrast hottest temperature near me with Charbhata,TEMPERATURE_MAX,COMPARE,RAW,"[""near me"", ""Charbhata""]",[]
"I am deciding between Beni Nagar, Siddharthnagar and Masahldaha at 9:15 am - which has better week ahead forecast",FORECAST,COMPARE,RAW,"[""Beni Nagar, Siddharthnagar"", ""Masahldaha""]","[""9:15 am""]"
"can you keep an eye on the how huumid in iowa, united states?",HUMIDITY,ALERT,RAW,"[""iowa, united states""]",[]
"Is the ground heat higher in Adusumalle, Paruchuru or in Dhaunramal on Saturday kindly",SOIL_TEMPERATURE,COMPARE,RAW,"[""Adusumalle, Paruchuru"", ""Dhaunramal""]","[""Saturday""]"
plz Put the hawa ki disha in our vilage against Haragarahalli 2day,WIND_DIRECTION,COMPARE,RAW,"[""our vilage"", ""Haragarahalli""]","[""2day""]"
Mean wind speeed San Pedro 2nite,WIND_SPEED,GET,AVG,"[""San Pedro""]","[""2nite""]"
"We migth go to Firozpur, Uttarpradesh or Khabalu F V, how does the hours of sun compare?",SUNSHINE,COMPARE,RAW,"[""Firozpur, Uttarpradesh"", ""Khabalu F V""]",[]
Warrn me about weather report in Bhaluuk Mari Gaon tomorrow night,FORECAST,ALERT,RAW,"[""Bhaluuk Mari Gaon""]","[""tomorrow night""]"
"compare vyas kheri, atru gandhinagar relative moisture",HUMIDITY,COMPARE,RAW,"[""vyas kheri, atru"", ""gandhinagar""]",[]
Kidnly share the moisture level for Menache Kh. today,HUMIDITY,GET,RAW,"[""Menache Kh.""]","[""today""]"
"Which one should i pick for min temperaturre this week, Syaat, Uttarakhand or Kallahalli?",TEMPERATURE_MIN,COMPARE,RAW,"[""Syaat, Uttarakhand"", ""Kallahalli""]","[""this week""]"
"High temp in Israjpalle, Jagtial today",TEMPERATURE_MAX,GET,RAW,"[""Israjpalle, Jagtial""]","[""today""]"
Whats the wind comes from like over in Araji Maphi Soana today,WIND_DIRECTION,GET,RAW,"[""Araji Maphi Soana""]","[""today""]"
Compare the earth temperature in Holpur Jaunupr Uttarpradesh betwen 1 pm and 1:45 AM,SOIL_TEMPERATURE,COMPARE,RAW,"[""Holpur Jaunupr Uttarpradesh""]","[""1 pm"", ""1:45 AM""]"
whats the ground temperature looking like in parasigaria this morning?,SOIL_TEMPERATURE,GET,RAW,"[""parasigaria""]","[""this morning""]"
Raise an alrm if the rain forecast looks bad in Pub Bandar Mela on Friday??,RAIN,ALERT,RAW,"[""Pub Bandar Mela""]","[""Friday""]"
Infrm me if minimum temprature bad in Rudrpur tomorrow,TEMPERATURE_MIN,ALERT,RAW,"[""Rudrpur""]","[""tomorrow""]"
How moist is the soil at 40cm in Vizag?,SOIL_MOISTURE,GET,RAW,"[""Vizag""]",[]
give me the strong wind for lauhra next weekend..,WIND_SPEED,GET,RAW,"[""lauhra""]","[""next weekend""]"
"Whats up with the temprature in Jujuy, Argentina?",TEMPERATURE,GET,RAW,"[""Jujuy, Argentina""]",[]
"Diffrrence in low temp betwween Khamawada Nutangram, Burdwan yesterday",TEMPERATURE_MIN,COMPARE,RAW,"[""Khamawada"", ""Nutangram, Burdwan""]","[""yesterday""]"
contrast the peak temperature near by with jitamal kita during the sowing week,TEMPERATURE_MAX,COMPARE,RAW,"[""near by"", ""jitamal kita""]","[""sowing week""]"
"i am planning a trip to bandarchuan, what kind of moisture at 40cm should i expect?",SOIL_MOISTURE,GET,RAW,"[""bandarchuan""]",[]
Give weather conditions Ghusrum on Monday,CURRENT_CONDITIONS,GET,RAW,"[""Ghusrum""]","[""Monday""]"
What will the weather be like in Rempi next month?,FORECAST,GET,RAW,"[""Rempi""]","[""next month""]"
"We might go to Tuljapur, Maharashtra or Purnia, Bihar by 4 am, how does the dewpoint temperature compare?",DEW_POINT,COMPARE,RAW,"[""Tuljapur, Maharashtra"", ""Purnia, Bihar""]","[""4 am""]"
warn me about the upcoming foreoast in barwala at 10:14 pm,FORECAST,ALERT,RAW,"[""barwala""]","[""10:14 pm""]"
send alert degrees in chhatisgarh during the sowing week kindly,TEMPERATURE,ALERT,RAW,"[""chhatisgarh""]","[""sowing week""]"
notify me about the cloud amount on wednesday,CLOUD_COVER,ALERT,RAW,[],"[""wednesday""]"
contrast the soil wetness in my farm with indloor,SOIL_MOISTURE,COMPARE,RAW,"[""my farm"", ""indloor""]",[]
Compare the gusts near me with Baggamdhoravalasa this morning,WIND_SPEED,COMPARE,RAW,"[""near me"", ""Baggamdhoravalasa""]","[""this morning""]"
is tere any due point warning for ramarajupalem early morning?,DEW_POINT,ALERT,RAW,"[""ramarajupalem""]","[""early morning""]"
Want alrt for soil temperaure in Ladi Angan Baramula on Friday,SOIL_TEMPERATURE,ALERT,RAW,"[""Ladi Angan Baramula""]","[""Friday""]"
is any sunyn advisory issued rn?,SUNSHINE,ALERT,RAW,[],"[""rn""]"
"Wheather gap between Lasoodlya Pata, Narsinghgarh and Dhamni next weekend",CURRENT_CONDITIONS,COMPARE,RAW,"[""Lasoodlya Pata, Narsinghgarh"", ""Dhamni""]","[""next weekend""]"
is there any is it goinng to rain warning in this area?,RAIN,ALERT,RAW,"[""this area""]",[]
I have an outoor plan in Replle tmrw - what is the air moisture,HUMIDITY,GET,RAW,"[""Replle""]","[""tmrw""]"
Avg moistue in the soil Nandor this week?,SOIL_MOISTURE,GET,AVG,"[""Nandor""]","[""this week""]"
Will it rain in Rajahmundry tomorrow?,RAIN,GET,RAW,"[""Rajahmundry""]","[""tomorrow""]"
I want to know if the week ahead forecast in Thinghat is fine by 12:05 PM,FORECAST,GET,RAW,"[""Thinghat""]","[""12:05 PM""]"
Flag the how hot for Sawai Madhopur this weekend,TEMPERATURE,ALERT,RAW,"[""Sawai Madhopur""]","[""this weekend""]"
flag the clouds from 1 am to 8 am,CLOUD_COVER,ALERT,RAW,[],"[""1 am to 8 am""]"
